Date,LMCADS03,DXY,COMXCOPR,SPX,BCOM,MXWD,CL1,XAU,XAG,LMCADY RETURN,True Values,LMCADY,Predictions,PREDICTED PRICE,ACTUAL FUTURE PRICE,ERROR,ERROR%,xpc_chg,act_chg
8/13/2021,9570,92.52,46287,4468,95.17,736.02,68.44,1779.74,23.7493,0.011249839,-0.053653951,9542.5,-0.06296804,8960.15446,8894,66.1545,0.0074381,-582.35,-648.50
8/16/2021,9442,92.63,46533,4479.71,95.0249,734.78,67.29,1787.45,23.841,-0.012973497,-0.012611707,9419.5,-0.03371011,9107.260009,9044,63.2600,0.006994694,-312.24,-375.50
8/17/2021,9247.5,93.13,46757,4448.08,93.9928,729.13,66.59,1786.19,23.6592,-0.020675135,0.016312962,9226.75,0.014993513,9366.133711,9301.45,64.6837,0.006954153,139.38,74.70
8/18/2021,9042.5,93.14,47121,4400.27,93.4924,724.93,65.46,1787.82,23.509,-0.022219179,0.036824654,9024,0.04238931,9414.744317,9378.5,36.2443,0.003864618,390.74,354.50
8/19/2021,8894,93.57,47825,4405.8,91.915,719.88,63.69,1780.38,23.2515,-0.014510803,0.046249112,8894,0.045445107,9307.513704,9362.5,54.9863,0.005873036,413.51,468.50
8/20/2021,9037,93.5,48223,4441.67,91.1605,722.58,62.32,1781.11,23.0255,0.016724662,0.041131544,9044,0.021758774,9242.94288,9315,72.0571,0.007735601,198.94,271.00
8/23/2021,9273.5,92.96,48223,4479.53,93.1364,730.48,65.64,1805.43,23.6267,0.028068748,0.013062797,9301.45,0.017532608,9465.966666,9423.75,42.2167,0.004479816,164.52,122.30
8/24/2021,9376,92.89,48223,4486.23,94.3806,734.64,67.54,1802.9,23.8606,0.008249534,0.015841235,9378.5,0.007619947,9450.236641,9423.75,26.4866,0.002810626,71.74,45.25
8/25/2021,9356,92.83,50273,4496.19,94.7623,735.79,68.36,1791,23.841,-0.001707487,-0.003236206,9362.5,0.015589912,9509.604238,9528.25,18.6458,0.001956893,147.10,165.75
8/26/2021,9299.5,93.06,50388,4470,94.9512,731.94,67.42,1792.43,23.5645,-0.005086345,0.005274311,9315,-0.00032378,9311.984479,9332.25,20.2655,0.002171558,-3.02,17.25
8/27/2021,9410,92.69,50561,4509.37,96.3507,737.24,68.74,1817.57,24.0262,0.011607094,-0.000344933,9423.75,-0.000187049,9421.987459,9364.26,57.7275,0.006164658,-1.76,-59.49
8/30/2021,9410,92.65,50811,4528.79,96.1791,740.79,69.21,1810.34,24.036,0,0.001855288,9423.75,0.006013378,9480.589294,9420.5,60.0893,0.006378567,56.84,-3.25
8/31/2021,9520,92.63,50811,4522.68,95.9859,741.27,68.5,1813.62,23.8943,0.011027972,-0.020929597,9528.25,0.002825777,9555.21279,9441.25,113.9628,0.012070731,26.96,-87.00
9/1/2021,9335.5,92.45,50811,4524.09,96.0661,743.67,68.59,1813.9,24.141,-0.020784927,-0.011396365,9332.25,-0.006054807,9275.915751,9330.9,54.9842,0.005892706,-56.33,-1.35
9/2/2021,9376.5,92.23,50811,4536.95,96.7142,745.67,69.99,1809.66,23.9055,0.003424172,0.000532735,9364.26,-0.013715707,9236.699346,9226.5,10.1993,0.00110544,-127.56,-137.76
9/3/2021,9431,92.04,50811,4535.43,97.1166,746.46,69.29,1827.73,24.716,0.005987851,0.027638504,9420.5,-0.001390836,9407.40674,9369.25,38.1567,0.00407255,-13.09,-51.25
9/6/2021,9450.5,92.04,50811,4535.43,97.1166,748.21,69.29,1823.29,24.6825,0.002200221,0.011505122,9441.25,0.025590127,9685.970648,9684.5,1.4706,0.000151856,244.72,243.25
9/7/2021,9350.5,92.51,50811,4520.03,95.7925,746.07,68.35,1794.36,24.319,-0.011756913,0.010166877,9330.9,0.029485194,9610.11959,9550.5,59.6196,0.006242562,279.22,219.60
9/8/2021,9249,92.65,51186,4514.07,96.6888,742.77,69.3,1789.26,23.9451,-0.011251695,0.040516306,9226.5,0.017460825,9389.017013,9426.25,37.2330,0.003949926,162.52,199.75
9/9/2021,9387.5,92.48,51248,4493.28,96.5663,739.58,68.14,1794.58,24.0397,0.015353272,-0.002217148,9369.25,0.019748205,9556.11492,9608,51.8851,0.005400196,186.86,238.75
9/10/2021,9694.5,92.58,51248,4458.58,97.1053,737.28,69.72,1787.58,23.7441,0.033093619,-0.039733003,9684.5,-0.025309676,9442.464286,9348.5,93.9643,0.010051269,-242.04,-336.00
9/13/2021,9562.5,92.68,51248,4468.73,97.6737,737.62,70.45,1793.75,23.7385,-0.01393316,-0.053922678,9550.5,-0.030847797,9260.385812,9307.25,46.8642,0.005035235,-290.11,-243.25
9/14/2021,9442,92.62,51401,4443.05,97.8584,735.17,70.46,1804.51,23.8568,-0.013095159,-0.048220111,9426.25,-0.05034357,8963.446262,9049.15,85.7037,0.009470916,-462.80,-377.10
9/15/2021,9627,92.55,51751,4480.7,99.5834,737.08,72.61,1794.06,23.8426,0.019097734,-0.03239353,9608,-0.053998947,9102.937265,8982.5,120.4373,0.013407989,-505.06,-625.50
9/16/2021,9366.5,92.93,52187,4473.75,98.5901,735.21,72.61,1753.77,22.907,-0.027380182,-0.006874945,9348.5,-0.010982206,9246.394545,9301.75,55.3555,0.00595108,-102.11,-46.75
9/17/2021,9312,93.2,52452,4432.99,97.5465,729.99,71.97,1754.34,22.3853,-0.004422236,0.003914004,9307.25,0.007557243,9377.853598,9284.45,93.4036,0.010060219,70.60,-22.80
9/20/2021,9033,93.28,52652,4357.73,96.0519,718.09,70.29,1764.16,22.2698,-0.028122836,0.035109039,9049.15,0.03603884,9381.218613,9343.75,37.4686,0.004010019,332.07,294.60
9/21/2021,8975.5,93.2,52652,4354.19,95.7663,719.02,70.56,1774.51,22.4968,-0.007392591,0.032701834,8982.5,0.03885471,9338.381497,9372.5,34.1185,0.003640278,355.88,390.00
9/22/2021,9286,93.46,52652,4395.64,97.1467,724.24,72.23,1768.16,22.6963,0.034924314,-0.013829158,9301.75,0.008707888,9383.102286,9281.1,102.0023,0.010990323,81.35,-20.65
9/23/2021,9273.5,93.09,52843,4448.98,98.2353,731.56,73.3,1742.76,22.5129,-0.001861597,-0.037302139,9284.45,-0.016658405,9131.066977,9174,42.9330,0.004679859,-153.38,-110.45
9/24/2021,9332.5,93.33,52843,4455.48,98.9774,730.46,73.98,1750.42,22.4205,0.006366713,-0.022594481,9343.75,-0.03618133,9011.723498,8944.5,67.2235,0.007515624,-332.03,-399.25
9/27/2021,9362,93.38,52842,4443.11,100.8251,728.96,75.45,1750.16,22.6275,0.003072199,-0.012345836,9372.5,-0.012551101,9255.599953,9135,120.6000,0.013201965,-116.90,-237.50
9/28/2021,9269,93.77,54430,4352.63,100.9161,715.46,75.29,1734.01,22.4555,-0.009799795,-0.01127972,9281.1,2.93E-05,9281.372129,9257.5,23.8721,0.00257868,0.27,-23.60
9/29/2021,9155,94.34,55112,4359.46,99.5976,713.99,74.83,1726.37,21.5358,-0.011606678,-0.013321387,9174,0.012590055,9290.231309,9177,113.2313,0.012338597,116.23,3.00
9/30/2021,8936.5,94.23,56467,4307.54,100.7581,709.51,75.03,1756.95,22.171,-0.025334578,0.037845912,8944.5,0.006145844,8999.640773,9052.6,52.9592,0.005850168,55.14,108.10
10/1/2021,9128,94.04,56467,4357.04,100.927,712.44,75.88,1760.98,22.5385,0.021074372,0.027292458,9135,0.013314248,9257.438938,9289.5,32.0611,0.003451323,122.44,154.50
10/4/2021,9250.5,93.78,56467,4300.46,102.0533,705.53,77.62,1769.57,22.6818,0.013320844,0.036823734,9257.5,0.017257554,9418.64832,9387.75,30.8983,0.003291345,161.15,130.25
10/5/2021,9174,93.98,56484,4345.72,103.8534,710.38,78.93,1760.18,22.6324,-0.00873368,0.036694495,9177,0.04341931,9584.235985,9604.75,20.5140,0.00213582,407.24,427.75
10/6/2021,9045.5,94.27,56484,4363.55,101.5926,709.69,77.43,1762.74,22.6251,-0.013648345,0.07518916,9052.6,0.03964938,9418.740637,9520,101.2594,0.010636488,366.14,467.40
10/7/2021,9280,94.22,56484,4399.76,102.3416,717.83,78.3,1755.78,22.6025,0.025832721,0.0867153,9289.5,0.05295403,9794.673917,9759.5,35.1739,0.00360407,505.17,470.00
10/8/2021,9361,94.07,56484,4391.34,102.6205,717.49,79.35,1757.13,22.6768,0.010520918,0.115582124,9387.75,0.068141684,10049.74571,10131,81.2543,0.008020362,662.00,743.25
10/11/2021,9543,94.32,56545,4361.19,102.7131,715.55,80.52,1754.15,22.582,0.02285212,0.162500709,9604.75,0.08338417,10439.97239,10538,98.0276,0.009302297,835.22,933.25
10/12/2021,9465,94.52,56545,4350.65,102.7287,713.31,80.64,1760.18,22.5629,-0.008862919,0.096789223,9520,0.13582428,10904.97524,11299.5,394.5248,0.034915241,1384.98,1779.50
10/13/2021,9651,94.08,56439,4363.8,103.2766,716.73,80.44,1792.97,23.093,0.024846321,0.071346777,9759.5,0.057178505,10333.79585,10487.5,153.7041,0.014655938,574.30,728.00
10/14/2021,9984,93.96,56439,4438.26,104.4107,726.63,81.31,1795.87,23.5195,0.03735886,-0.005195588,10131,0.025826184,10396.05299,10481.25,85.1970,0.008128516,265.05,350.25
10/15/2021,10281,93.94,56439,4471.37,104.729,732.95,82.28,1767.62,23.3098,0.039387742,-0.066805909,10538,-0.03535421,10171.94623,10078.5,93.4462,0.009271839,-366.05,-459.50
10/18/2021,10196,93.95,56347,4486.46,103.6177,733.85,82.44,1764.86,23.1933,0.069770705,-0.115123294,11299.5,-0.058708075,10655.22521,9857,798.2252,0.080980543,-644.27,-1442.50
10/19/2021,10149.5,93.73,56347,4519.63,103.9065,739.24,82.96,1769.29,23.667,-0.074574405,-0.05205891,10487.5,-0.016028095,10320.7453,10070.75,249.9953,0.024823901,-166.75,-416.75
10/20/2021,10185.5,93.56,56092,4536.19,105.1448,742.08,83.87,1782.08,24.292,-0.000596125,-0.080869923,10481.25,-0.019604972,10277.76655,9955.5,322.2665,0.032370704,-203.48,-525.75
10/21/2021,9831.5,93.77,56025,4549.78,103.19,742.49,82.5,1782.9,24.156,-0.039183505,-0.022374767,10078.5,-0.0209072,9869.974226,9667,202.9742,0.02099661,-208.53,-411.50
10/22/2021,9704,93.64,55981,4544.9,103.7541,742.26,83.76,1792.65,24.3233,-0.022222579,-0.004932506,9857,0.005239646,9908.782738,9855.5,53.2827,0.005406396,51.78,-1.50
10/25/2021,9867.5,93.81,55890,4566.48,105.8398,744.35,83.76,1807.73,24.5697,0.02145332,-0.007750335,10070.75,-0.015613684,9914.729687,9808.5,106.2297,0.01083037,-156.02,-262.25
10/26/2021,9788.5,93.95,56137,4574.79,105.6777,745.84,84.65,1792.91,24.1575,-0.01151002,-0.01875752,9955.5,0.007342407,10028.86634,9993,35.8663,0.003589147,73.37,37.50
10/27/2021,9548,93.8,56521,4551.68,105.0775,741.75,82.66,1796.81,24.0638,-0.029407139,-0.001915561,9667,-0.007820477,9591.694296,9770.5,178.8057,0.018300568,-75.31,103.50
10/28/2021,9666.5,93.35,56924,4596.42,104.2984,746.98,82.81,1798.91,24.079,0.019311652,-0.016006888,9855.5,-0.022536434,9635.876238,9648.5,12.6238,0.001308365,-219.62,-207.00
10/29/2021,9496,94.12,57235,4605.38,103.3578,745.23,83.57,1783.38,23.903,-0.004780318,-0.005674427,9808.5,-0.015737744,9655.344659,9699,43.6553,0.004501015,-153.16,-109.50
11/1/2021,9555,93.88,57381,4613.67,103.6426,748.5,84.05,1793.28,24.0445,0.018635491,-0.008592802,9993,-0.006123843,9931.991434,9753,178.9914,0.018352449,-61.01,-240.00
11/2/2021,9495.5,94.09,58629,4630.65,104.2177,749.53,83.91,1787.76,23.5369,-0.022517206,-0.000511876,9770.5,0.02002947,9968.17095,9907.5,60.6710,0.00612374,197.67,137.00
11/3/2021,9458.5,93.86,58629,4660.57,103.1319,752.89,80.86,1769.84,23.5191,-0.012565179,0.005890272,9648.5,0.009258404,9738.244515,9765.5,27.2555,0.002790997,89.74,117.00
11/4/2021,9439,94.35,59113,4680.06,102.5742,755.85,78.81,1792.04,23.7955,0.005220325,0.011430453,9699,-0.001193717,9687.429043,9705.5,18.0710,0.00186193,-11.57,6.50
11/5/2021,9518,94.32,59591,4697.53,102.7359,757.13,81.27,1818.36,24.16,0.005552143,0.008982402,9753,0.006372598,9815.350399,9810.5,4.8504,0.000494409,62.35,57.50
11/8/2021,9637.5,94.05,60030,4701.7,102.7802,758.57,81.93,1824.18,24.4595,0.015717116,-0.020599311,9907.5,0.007340854,9980.497114,9841,139.4971,0.014175095,73.00,-66.50
11/9/2021,9553,93.96,58992,4685.25,102.4712,756.81,84.15,1831.92,24.3064,-0.01443628,-0.019543586,9765.5,-0.001898644,9746.97638,9705.5,41.4764,0.004273492,-18.52,-60.00
11/10/2021,9533,94.85,59193,4646.71,102.0168,751.46,81.34,1849.6,24.639,-0.006163031,-0.029709038,9705.5,-0.011903938,9590.651262,9576.5,14.1513,0.001477707,-114.85,-129.00
11/11/2021,9633.5,95.18,57876,4649.27,103.3308,752.02,81.59,1862.11,25.2565,0.010760506,-0.031267105,9810.5,-0.030693593,9513.954805,9421.4,92.5548,0.009823891,-296.55,-389.10
11/12/2021,9711,95.13,57319,4682.85,102.7969,756.83,80.79,1864.9,25.3176,0.003104091,-0.008982402,9841,-0.022579206,9621.287831,9508.5,112.7878,0.01186179,-219.71,-332.50
11/15/2021,9673,95.41,56794,4682.8,103.1564,757.47,80.88,1862.84,25.0631,-0.013864597,0.013305554,9705.5,0.006208872,9765.947669,9753,12.9477,0.001327558,60.45,47.50
11/16/2021,9561,95.92,56794,4700.9,103.3382,758.86,80.76,1850.63,24.8341,-0.013380554,0.023580279,9576.5,0.024214812,9811.223571,9835.5,24.2764,0.002468245,234.72,259.00
11/17/2021,9406.5,95.83,57717,4688.67,102.408,756.35,78.36,1867.48,25.0858,-0.016328483,0.049045882,9421.4,0.031291284,9720.868647,9805,84.1314,0.008580454,299.47,383.60
11/18/2021,9441.5,95.54,58017,4704.54,102.5491,756.58,79.01,1858.94,24.8048,0.009202438,0.039489667,9508.5,0.030868052,9806.585869,9895,88.4141,0.008935233,298.09,386.50
11/19/2021,9646.5,96.03,58138,4697.96,102.3109,754.92,76.1,1845.73,24.6185,0.025388795,-0.01873276,9753,0.018244032,9932.567077,9891.5,41.0671,0.004151754,179.57,138.50
11/22/2021,9726.5,96.55,58618,4682.94,102.093,750.57,76.75,1804.65,24.1818,0.008423359,-0.017745875,9835.5,-0.02129519,9628.265539,9572,56.2655,0.005878138,-207.23,-263.50
11/23/2021,9710.5,96.49,59004,4690.7,103.2419,749.2,78.5,1789.16,23.659,-0.00310583,-0.029970412,9805,-0.019206828,9618.474071,9662.5,44.0259,0.00455637,-186.53,-142.50
11/24/2021,9835,96.88,59004,4701.46,103.5881,749.3,78.39,1788.61,23.552,0.009137119,-0.04158024,9895,-0.044264093,9466.559027,9515.5,48.9410,0.00514329,-428.44,-379.50
11/25/2021,9801.5,96.77,59004,4701.46,103.5881,750.3,78.39,1788.85,23.5995,-0.000353777,-0.030954914,9891.5,-0.042308908,9481.731,9492,10.2690,0.001081858,-409.77,-399.50
11/26/2021,9460,96.09,59004,4594.62,100.103,733.53,68.15,1802.59,23.1555,-0.032833632,-0.009025143,9572,-0.004967714,9524.566959,9590,65.4330,0.006823049,-47.43,18.00
11/29/2021,9577.5,96.34,58663,4655.27,98.7195,738.18,69.95,1784.6,22.9041,0.009410244,-0.010847758,9662.5,-0.00666644,9598.299759,9486,112.2998,0.011838473,-64.20,-176.50
11/30/2021,9442.5,95.99,58671,4567,95.7976,726.53,66.18,1774.52,22.8355,-0.015330366,0.010142287,9515.5,0.006484283,9577.401672,9558.25,19.1517,0.00200368,61.90,42.75
12/1/2021,9444,96.03,58671,4513.04,95.203,724.65,65.57,1781.73,22.3165,-0.002472709,0.017000684,9492,0.012568524,9612.053296,9612.5,0.4467,4.64712E-05,120.05,120.50
12/2/2021,9496,96.16,58671,4577.1,95.1181,730.1,66.5,1768.74,22.386,0.01027155,-0.005043982,9590,0.016633349,9750.847827,9654.75,96.0978,0.009953425,160.85,64.75
12/3/2021,9418,96.12,58671,4538.43,95.7939,724.18,66.26,1783.29,22.5239,-0.010903861,0.002200823,9486,0.001174409,9497.146988,9541.75,44.6030,0.004674511,11.15,55.75
12/6/2021,9505,96.33,58671,4591.67,95.6962,729.85,69.49,1778.67,22.3865,0.007587628,-0.012978477,9558.25,0.000280143,9560.928055,9506.9,54.0281,0.005683036,2.68,-51.35
12/7/2021,9595,96.37,58671,4686.75,96.6927,745.21,72.05,1784.13,22.5051,0.005659679,-0.021663395,9612.5,-0.015849436,9461.348295,9435,26.3483,0.002792612,-151.15,-177.50
12/8/2021,9652.5,95.89,58459,4701.21,97.253,748.11,72.36,1782.99,22.4344,0.004385687,-0.046671692,9654.75,-0.024604347,9420.099727,9406.5,13.5997,0.00144578,-234.65,-248.25
12/9/2021,9534.5,96.27,58131,4667.45,96.5513,743.61,70.94,1775.33,21.9624,-0.011773115,-0.001809481,9541.75,-0.031746812,9243.587749,9214.5,29.0877,0.003156737,-298.16,-327.25
12/10/2021,9506.5,96.1,58131,4712.02,96.8966,746.26,71.67,1782.84,22.1958,-0.003659056,-0.00415297,9506.9,0.004956322,9554.136223,9524.5,29.6362,0.003111578,47.24,17.60
12/13/2021,9447.5,96.32,58710,4668.97,96.4993,740.27,71.29,1786.67,22.3348,-0.007591672,0.002963279,9435,-8.34E-05,9434.212709,9467.5,33.2873,0.003515954,-0.79,32.50
12/14/2021,9412,96.57,58712,4634.09,95.9836,734.72,70.73,1770.85,21.9464,-0.003025239,0.016134485,9406.5,0.005560888,9458.954199,9463,4.0458,0.000427539,52.45,56.50
12/15/2021,9199.5,96.51,59069,4709.85,95.5179,741.88,70.87,1776.92,22.0728,-0.020622609,0.045039039,9214.5,0.018708248,9388.509785,9559.5,170.9902,0.017886941,174.01,345.00
12/16/2021,9507.5,96.04,59069,4668.67,97.0352,740.91,72.38,1799.35,22.4915,0.033089096,0.011846192,9524.5,0.020564096,9722.390478,9639,83.3905,0.008651362,197.89,114.50
12/17/2021,9437.5,96.57,59766,4620.64,96.4217,734.67,70.86,1798.11,22.3695,-0.006002545,0.013377249,9467.5,0.020833857,9666.813567,9638,28.8136,0.002989579,199.31,170.50
12/20/2021,9446.5,96.55,60337,4568.02,95.3807,724.73,68.23,1790.93,22.271,-0.000475423,0.013852672,9463,0.013972222,9596.147151,9595,1.1472,0.000119557,133.15,132.00
12/21/2021,9534,96.49,61615,4649.23,97.145,736.41,71.12,1789.27,22.5183,0.010145967,0.003706705,9559.5,0.00907967,9646.692345,9595,51.6923,0.005387425,87.19,35.50
12/22/2021,9607,96.08,62953,4696.56,98.7249,743.33,72.76,1803.67,22.811,0.008281944,0.008933933,9639,0.000787879,9646.597362,9595,51.5974,0.005377526,7.60,-44.00
12/23/2021,9612,96.02,64033,4725.79,98.8989,748.66,73.79,1808.81,22.8818,-0.000103751,0.008883438,9638,0.012769916,9761.865644,9725.5,36.3656,0.003739206,123.87,87.50
12/24/2021,9568,96.02,64033,4725.79,98.8989,748.88,73.79,1810.26,23.0205,-0.004471489,0.015063668,9595,0.015286438,9742.800164,9724,18.8002,0.001933378,147.80,129.00
12/27/2021,9568,96.09,65555,4791.19,100.3759,755.36,75.57,1812.13,23.0676,0,0.015063668,9595,0.017344916,9762.876159,9740.63,22.2462,0.002283852,167.88,145.63
12/28/2021,9568,96.2,66718,4786.35,100.0572,756.06,75.98,1806.18,23.02,0,0.019966098,9595,0.010769988,9698.896508,9740.63,41.7335,0.004284476,103.90,145.63
12/29/2021,9680.5,95.93,67585,4793.06,100.1863,756.4,76.56,1804.71,22.8331,0.013509173,-0.001775263,9725.5,0.011019588,9833.263663,9788.5,44.7637,0.004573087,107.76,63.00
12/30/2021,9691.5,95.97,68611,4778.73,99.4285,755.3,76.99,1814.67,23.0426,-0.000154246,-0.018815353,9724,-0.000164899,9722.396653,9708.25,14.1467,0.001457178,-1.60,-15.75
12/31/2021,9720.5,95.67,69667,4766.18,99.1694,754.83,75.21,1829.2,23.3083,0.001708741,-0.005004994,9740.63,-0.018586604,9561.2569,9542.75,18.5069,0.001939368,-179.37,-197.88
1/3/2022,9720.5,96.21,70325,4796.56,99.464,756.94,76.08,1801.45,22.8997,0,-0.017254706,9740.63,-0.005945533,9682.888589,9692,9.1114,0.000940096,-57.74,-48.63
1/4/2022,9768,96.26,70944,4793.54,100.5795,758.43,76.99,1814.6,23.053,0.00490243,-0.005531951,9788.5,-0.01899299,9604.341514,9574,30.3415,0.003169157,-184.16,-214.50
1/5/2022,9698,96.17,71930,4700.58,101.1573,748.24,77.85,1810.44,22.8053,-0.008232188,0.037676425,9708.25,0.006555415,9772.100661,9734.5,37.6007,0.003862619,63.85,26.25
1/6/2022,9531,96.32,72636,4696.05,100.7846,744.03,79.46,1791.16,22.1987,-0.017194336,0.044024532,9542.75,0.039637946,9928.601675,10081,152.3983,0.015117382,385.85,538.25
1/7/2022,9647,95.72,74039,4677.03,101.2864,743.18,78.9,1796.55,22.3682,0.015519099,0.003938787,9692,0.027511215,9962.340341,9972.25,9.9097,0.000993724,270.34,280.25
1/10/2022,9563.5,95.99,75391,4670.29,100.8585,741.24,78.23,1801.68,22.4686,-0.012249712,0.018113625,9574,0.007346682,9644.596143,9730.25,85.6539,0.008802842,70.60,156.25
1/11/2022,9719.5,95.62,76021,4713.07,102.7651,747.63,81.22,1821.6,22.7822,0.016625185,-0.005046355,9734.5,-0.007801198,9658.854684,9749,90.1453,0.009246622,-75.65,14.50
1/12/2022,10064,94.92,76512,4726.35,104.4179,753.61,82.64,1826.15,23.1443,0.034976188,-0.021760698,10081,-0.027027687,9812.183002,9685.5,126.6830,0.013079655,-268.82,-395.50
1/13/2022,9958.5,94.79,77168,4659.03,103.048,746.67,82.12,1822.54,23.089,-0.010846229,0.004602194,9972.25,-0.002401919,9948.326203,9864,84.3262,0.008548885,-23.92,-108.25
1/14/2022,9719.5,95.17,78023,4662.85,103.5431,744.41,83.82,1817.94,22.963,-0.024566646,0.025744222,9730.25,0.020888792,9935.640884,10018.25,82.6091,0.008245863,205.39,288.00
1/17/2022,9731,95.26,78023,4662.85,103.5431,744.84,83.82,1819.23,23.019,0.001925126,0.001435015,9749,0.023636548,9982.177607,9984,1.8224,0.000182531,233.18,235.00
1/18/2022,9676,95.73,78720,4577.11,104.124,733.18,85.43,1813.74,23.4707,-0.006534794,0.015393785,9685.5,0.002560748,9710.333911,9763,52.6661,0.005394458,24.83,77.50
1/19/2022,9841.5,95.51,79694,4532.76,105.4421,727.75,86.96,1840.54,24.1385,0.018261844,0.00893201,9864,-0.007709787,9788.243073,9835.75,47.5069,0.004830026,-75.76,-28.25
1/20/2022,9990,95.74,80153,4482.73,105.7311,725.44,86.9,1839.29,24.4707,0.015516664,-0.018283058,10018.25,-0.008444395,9934.008126,9952.5,18.4919,0.001858013,-84.24,-65.75
1/21/2022,9941,95.64,80635,4397.94,105.3587,712.8,85.14,1835.38,24.2975,-0.003424618,-0.04376226,9984,-0.009246478,9892.108654,9836.75,55.3587,0.005627738,-91.89,-147.25
1/24/2022,9728,95.92,81127,4410.13,104.6155,707.23,83.31,1843.06,23.9868,-0.022384081,-0.019130928,9763,-0.01813382,9587.555066,9556.5,31.0551,0.003249628,-175.44,-206.50
1/25/2022,9801,95.95,81538,4356.45,105.6162,700.19,85.6,1848.02,23.8105,0.007423977,-0.010039296,9835.75,-0.015607599,9683.42933,9578,105.4293,0.011007447,-152.32,-257.75
1/26/2022,9916.5,96.48,81714,4349.93,106.6277,701.13,87.35,1819.59,23.5305,0.011800069,-0.007539023,9952.5,-0.013715893,9816.92447,9737.5,79.4245,0.008156557,-135.58,-215.00
1/27/2022,9782,97.26,81801,4326.51,106.1891,694.75,86.61,1797.43,22.768,-0.011698404,0.003222494,9836.75,0.004690789,9883.000507,9877.75,5.2505,0.000531549,46.25,41.00
1/28/2022,9507.5,97.27,81608,4431.85,107.1477,705.12,86.82,1791.53,22.4727,-0.028903821,0.032328959,9556.5,0.013093796,9682.453668,9868.5,186.0463,0.018852544,125.95,312.00
1/31/2022,9506,96.54,81066,4515.55,107.8627,717.38,88.15,1797.17,22.466,0.002247251,0.023602122,9578,0.018372046,9755.593842,9870.5,114.9062,0.011641372,177.59,292.50
2/1/2022,9696.5,96.39,80782,4546.54,108.5735,723.49,88.2,1801.19,22.645,0.016515609,0.007341407,9737.5,0.006639862,9802.370784,9806.75,4.3792,0.000446551,64.87,69.25
2/2/2022,9839.5,95.94,80420,4589.38,110.2686,729.08,88.26,1806.8,22.6554,0.014300342,0.022547656,9877.75,-0.000206377,9875.711667,9809.25,66.4617,0.006775408,-2.04,-68.50
2/3/2022,9832.5,95.38,80206,4477.44,109.3401,716.16,90.27,1804.85,22.4241,-0.000936887,0.043281348,9868.5,0.025433468,10122.70919,10103,19.7092,0.001950825,254.21,234.50
2/4/2022,9841.5,95.49,79528,4500.53,109.5738,718.76,92.31,1808.28,22.5172,0.000202645,0.00240327,9870.5,0.04045687,10278.01739,10305,26.9826,0.0026184,407.52,434.50
2/7/2022,9777.5,95.4,79453,4483.87,109.3966,718.22,91.32,1820.47,23.0125,-0.006479587,0.017962966,9806.75,0.00958636,9901.213091,9894.25,6.9631,0.000703751,94.46,87.50
2/8/2022,9781,95.64,79306,4521.54,108.913,721.92,89.36,1825.92,23.1852,0.000254894,0.020208824,9809.25,0.015931696,9966.779513,9984.5,17.7205,0.0017748,157.53,175.25
2/9/2022,10059,95.49,79306,4587.18,109.743,733.2,89.66,1833.36,23.3135,0.029506591,-0.00677834,10103,-0.003689443,10065.79424,10009.5,56.2942,0.005624081,-37.21,-93.50
2/10/2022,10254,95.55,79157,4504.08,109.4918,726.31,89.88,1826.85,23.2001,0.019796805,-0.031845743,10305,-0.002048138,10283.91554,10034.75,249.1655,0.024830269,-21.08,-270.25
2/11/2022,9860.5,96.08,78919,4418.64,109.8974,715.46,93.1,1858.76,23.5852,-0.040675434,0.011630813,9894.25,-2.84E-05,9893.969044,9982,88.0310,0.00881897,-0.28,87.75
2/14/2022,9920,96.37,78146,4401.67,111.1035,708.34,95.46,1871.18,23.842,0.00908011,-0.00386343,9984.5,0.000988195,9994.371507,10010,15.6285,0.001561288,9.87,25.50
2/15/2022,9968.5,95.99,76676,4471.07,109.8897,717.81,92.07,1853.61,23.3645,0.002500752,-0.004731692,10009.5,-0.006857778,9941.091899,9946,4.9081,0.000493475,-68.41,-63.50
2/16/2022,9992.5,95.7,75881,4475.01,111.674,720.1,93.66,1869.8,23.5975,0.002519427,-0.012862962,10034.75,-0.004402148,9990.672638,9962.25,28.4226,0.002853034,-44.08,-72.50
2/17/2022,9929,95.8,75146,4380.26,111.5362,709.39,91.76,1898.43,23.8348,-0.005270598,-0.006381771,9982,-0.010720209,9875.56241,9906.5,30.9376,0.003122959,-106.44,-75.50
2/18/2022,9956,96.04,73921,4348.87,111.6303,703.34,91.07,1898.43,23.922,0.002801122,-0.009233305,10010,0.000966122,10019.67556,9918.5,101.1756,0.010200691,9.68,-91.50
2/21/2022,9898,96.08,73921,4348.87,111.6303,700.9,91.07,1906.29,23.8993,-0.006414133,-0.002718351,9946,0.003364016,9979.514842,9918,61.5148,0.006202343,33.51,-28.00
2/22/2022,9915,96.03,73224,4304.76,113.5406,694.57,92.35,1898.64,24.1139,0.001632489,0.012940081,9962.25,0.009825129,10060.61281,9919,141.6128,0.014276924,98.36,-43.25
2/23/2022,9866,96.19,72410,4225.5,114.3391,686.23,92.1,1909.01,24.552,-0.005611842,0.028632728,9906.5,0.028571367,10193.62448,10092,101.6245,0.010069806,287.12,185.50
